i,v
fetchai/uAgents,0.0625
zkonduit/ezkl,0.0625
Lagrange-Labs/deep-prove,0.0625
gensyn-ai/rl-swarm,0.0625
elizaOS/eliza,0.0625
game-by-virtuals/game-python,0.0625
game-by-virtuals/game-node,0.0625
ritual-net/infernet-sdk,0.0625
ritual-net/infernet-node,0.0625
PrimeIntellect-ai/OpenDiloco,0.0625
PrimeIntellect-ai/verifiers,0.0625
opentensor/bittensor,0.0625
opentensor/subtensor,0.0625
Phala-Network/phala-blockchain,0.0625
singnet/snet-daemon,0.0625
sentient-agi/ROMA,0.0625
